repository,commit,parent_commit,author_date,subject,architecture_smell,metric_name,metric_before,metric_after,metric_delta,improved,refactoring_labels,ranked_refactoring_labels,top_refactoring_label,input_text,target_text
tika,83cb301f046cf5621e6e71bcd907fef52c491078,0c203842869b08afd0d3af2a899f6f6fc5cb0f4f,2007-09-24T17:12:50+00:00,- remove Hadoop/Nutch Configuration and Configurable interfaces - wire together MimeUtils and tika config.xml file - wire together MimeUtils and TikaConfig,Excessive Package Coupling,package_edges,149,149,0,False,Add Attribute Modifier|Change Attribute Type|Inline Method|Rename Attribute,Add Attribute Modifier|Change Attribute Type|Inline Method|Rename Attribute,Add Attribute Modifier,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 149 to 149. Commit message: - remove Hadoop/Nutch Configuration and Configurable interfaces - wire together MimeUtils and tika config.xml file - wire together MimeUtils and TikaConfig,Add Attribute Modifier | Change Attribute Type | Inline Method | Rename Attribute
tika,d3e678bf2c00961a33854ad3a0ecb0df7dd23b08,cfe3527af83d582d12a43a6f42ff30bd2d15a379,2007-09-26T05:28:51+00:00,"TIKA-32 - remove useless CDATA clauses, and code cleanup - contributed by Keith R. Bennett, thanks!",Cyclic Dependency,cyclic_packages,4,4,0,False,Change Variable Type|Extract Variable|Invert Condition|Rename Method,Change Variable Type|Extract Variable|Invert Condition|Rename Method,Change Variable Type,"Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: TIKA-32 - remove useless CDATA clauses, and code cleanup - contributed by Keith R. Bennett, thanks!",Change Variable Type | Extract Variable | Invert Condition | Rename Method
tika,d3e678bf2c00961a33854ad3a0ecb0df7dd23b08,cfe3527af83d582d12a43a6f42ff30bd2d15a379,2007-09-26T05:28:51+00:00,"TIKA-32 - remove useless CDATA clauses, and code cleanup - contributed by Keith R. Bennett, thanks!",Hub-like Dependency,hub_like_packages,1,1,0,False,Change Variable Type|Extract Variable|Invert Condition|Rename Method,Change Variable Type|Extract Variable|Invert Condition|Rename Method,Change Variable Type,"Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 1 to 1. Commit message: TIKA-32 - remove useless CDATA clauses, and code cleanup - contributed by Keith R. Bennett, thanks!",Change Variable Type | Extract Variable | Invert Condition | Rename Method
tika,d3e678bf2c00961a33854ad3a0ecb0df7dd23b08,cfe3527af83d582d12a43a6f42ff30bd2d15a379,2007-09-26T05:28:51+00:00,"TIKA-32 - remove useless CDATA clauses, and code cleanup - contributed by Keith R. Bennett, thanks!",Large Component,large_packages,3,3,0,False,Change Variable Type|Extract Variable|Invert Condition|Rename Method,Change Variable Type|Extract Variable|Invert Condition|Rename Method,Change Variable Type,"Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: TIKA-32 - remove useless CDATA clauses, and code cleanup - contributed by Keith R. Bennett, thanks!",Change Variable Type | Extract Variable | Invert Condition | Rename Method
tika,d3e678bf2c00961a33854ad3a0ecb0df7dd23b08,cfe3527af83d582d12a43a6f42ff30bd2d15a379,2007-09-26T05:28:51+00:00,"TIKA-32 - remove useless CDATA clauses, and code cleanup - contributed by Keith R. Bennett, thanks!",Excessive Package Coupling,package_edges,138,139,-1,False,Change Variable Type|Extract Variable|Invert Condition|Rename Method,Change Variable Type|Extract Variable|Invert Condition|Rename Method,Change Variable Type,"Architecture smell: Excessive Package Coupling. Metric package_edges changed from 138 to 139. Commit message: TIKA-32 - remove useless CDATA clauses, and code cleanup - contributed by Keith R. Bennett, thanks!",Change Variable Type | Extract Variable | Invert Condition | Rename Method
tika,7bdb1c8dea70014b3528736755868c526dfcf834,3db20898e5a5ed8fec5457f515d4441e17f178b2,2007-10-01T16:40:06+00:00,TIKA-35 Extract MsOffice properties. I have implement a method in Utils class that allows to copy InputStream in memory.,Cyclic Dependency,cyclic_packages,4,4,0,False,Change Variable Type|Extract Variable|Rename Method|Rename Variable,Change Variable Type|Extract Variable|Rename Method|Rename Variable,Change Variable Type,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: TIKA-35 Extract MsOffice properties. I have implement a method in Utils class that allows to copy InputStream in memory.,Change Variable Type | Extract Variable | Rename Method | Rename Variable
tika,7bdb1c8dea70014b3528736755868c526dfcf834,3db20898e5a5ed8fec5457f515d4441e17f178b2,2007-10-01T16:40:06+00:00,TIKA-35 Extract MsOffice properties. I have implement a method in Utils class that allows to copy InputStream in memory.,Hub-like Dependency,hub_like_packages,1,1,0,False,Change Variable Type|Extract Variable|Rename Method|Rename Variable,Change Variable Type|Extract Variable|Rename Method|Rename Variable,Change Variable Type,Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 1 to 1. Commit message: TIKA-35 Extract MsOffice properties. I have implement a method in Utils class that allows to copy InputStream in memory.,Change Variable Type | Extract Variable | Rename Method | Rename Variable
tika,7bdb1c8dea70014b3528736755868c526dfcf834,3db20898e5a5ed8fec5457f515d4441e17f178b2,2007-10-01T16:40:06+00:00,TIKA-35 Extract MsOffice properties. I have implement a method in Utils class that allows to copy InputStream in memory.,Large Component,large_packages,3,3,0,False,Change Variable Type|Extract Variable|Rename Method|Rename Variable,Change Variable Type|Extract Variable|Rename Method|Rename Variable,Change Variable Type,Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: TIKA-35 Extract MsOffice properties. I have implement a method in Utils class that allows to copy InputStream in memory.,Change Variable Type | Extract Variable | Rename Method | Rename Variable
tika,7bdb1c8dea70014b3528736755868c526dfcf834,3db20898e5a5ed8fec5457f515d4441e17f178b2,2007-10-01T16:40:06+00:00,TIKA-35 Extract MsOffice properties. I have implement a method in Utils class that allows to copy InputStream in memory.,Excessive Package Coupling,package_edges,140,140,0,False,Change Variable Type|Extract Variable|Rename Method|Rename Variable,Change Variable Type|Extract Variable|Rename Method|Rename Variable,Change Variable Type,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 140 to 140. Commit message: TIKA-35 Extract MsOffice properties. I have implement a method in Utils class that allows to copy InputStream in memory.,Change Variable Type | Extract Variable | Rename Method | Rename Variable
tika,a03498cc893044e1f4c01adbbfee13881b02f2db,701d4701b9ec9b523c687284f0f1a79bd8609d9d,2007-10-03T14:32:49+00:00,"TIKA-35 - Extract MsOffice properties, use RereadableInputStream developed by K. Bennett",Cyclic Dependency,cyclic_packages,4,4,0,False,Change Method Access Modifier|Extract Variable|Rename Method,Change Method Access Modifier|Extract Variable|Rename Method,Change Method Access Modifier,"Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: TIKA-35 - Extract MsOffice properties, use RereadableInputStream developed by K. Bennett",Change Method Access Modifier | Extract Variable | Rename Method
tika,a03498cc893044e1f4c01adbbfee13881b02f2db,701d4701b9ec9b523c687284f0f1a79bd8609d9d,2007-10-03T14:32:49+00:00,"TIKA-35 - Extract MsOffice properties, use RereadableInputStream developed by K. Bennett",Hub-like Dependency,hub_like_packages,3,3,0,False,Change Method Access Modifier|Extract Variable|Rename Method,Change Method Access Modifier|Extract Variable|Rename Method,Change Method Access Modifier,"Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 3 to 3. Commit message: TIKA-35 - Extract MsOffice properties, use RereadableInputStream developed by K. Bennett",Change Method Access Modifier | Extract Variable | Rename Method
tika,a03498cc893044e1f4c01adbbfee13881b02f2db,701d4701b9ec9b523c687284f0f1a79bd8609d9d,2007-10-03T14:32:49+00:00,"TIKA-35 - Extract MsOffice properties, use RereadableInputStream developed by K. Bennett",Large Component,large_packages,3,3,0,False,Change Method Access Modifier|Extract Variable|Rename Method,Change Method Access Modifier|Extract Variable|Rename Method,Change Method Access Modifier,"Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: TIKA-35 - Extract MsOffice properties, use RereadableInputStream developed by K. Bennett",Change Method Access Modifier | Extract Variable | Rename Method
tika,a03498cc893044e1f4c01adbbfee13881b02f2db,701d4701b9ec9b523c687284f0f1a79bd8609d9d,2007-10-03T14:32:49+00:00,"TIKA-35 - Extract MsOffice properties, use RereadableInputStream developed by K. Bennett",Excessive Package Coupling,package_edges,141,141,0,False,Change Method Access Modifier|Extract Variable|Rename Method,Change Method Access Modifier|Extract Variable|Rename Method,Change Method Access Modifier,"Architecture smell: Excessive Package Coupling. Metric package_edges changed from 141 to 141. Commit message: TIKA-35 - Extract MsOffice properties, use RereadableInputStream developed by K. Bennett",Change Method Access Modifier | Extract Variable | Rename Method
tika,62e58ea2e8ccd2ef1a968349408c990914efa6b6,58c236093a69b39dd98203eb92dc31db549eaf60,2007-10-07T22:01:55+00:00,TIKA-46 - Use Metadata in Parser     - Moved metadata configuration to the Parser classes     - Removed the Content class,Cyclic Dependency,cyclic_packages,5,4,1,True,Change Return Type|Inline Variable|Remove Parameter|Rename Variable|Replace Attribute With Variable|Split Parameter,Change Return Type|Inline Variable|Remove Parameter|Rename Variable|Replace Attribute With Variable|Split Parameter,Change Return Type,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 5 to 4. Commit message: TIKA-46 - Use Metadata in Parser     - Moved metadata configuration to the Parser classes     - Removed the Content class,Change Return Type | Inline Variable | Remove Parameter | Rename Variable | Replace Attribute With Variable | Split Parameter
tika,62e58ea2e8ccd2ef1a968349408c990914efa6b6,58c236093a69b39dd98203eb92dc31db549eaf60,2007-10-07T22:01:55+00:00,TIKA-46 - Use Metadata in Parser     - Moved metadata configuration to the Parser classes     - Removed the Content class,Hub-like Dependency,hub_like_packages,3,1,2,True,Change Return Type|Inline Variable|Remove Parameter|Rename Variable|Replace Attribute With Variable|Split Parameter,Change Return Type|Inline Variable|Remove Parameter|Rename Variable|Replace Attribute With Variable|Split Parameter,Change Return Type,Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 3 to 1. Commit message: TIKA-46 - Use Metadata in Parser     - Moved metadata configuration to the Parser classes     - Removed the Content class,Change Return Type | Inline Variable | Remove Parameter | Rename Variable | Replace Attribute With Variable | Split Parameter
tika,62e58ea2e8ccd2ef1a968349408c990914efa6b6,58c236093a69b39dd98203eb92dc31db549eaf60,2007-10-07T22:01:55+00:00,TIKA-46 - Use Metadata in Parser     - Moved metadata configuration to the Parser classes     - Removed the Content class,Large Component,large_packages,3,3,0,False,Change Return Type|Inline Variable|Remove Parameter|Rename Variable|Replace Attribute With Variable|Split Parameter,Change Return Type|Inline Variable|Remove Parameter|Rename Variable|Replace Attribute With Variable|Split Parameter,Change Return Type,Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: TIKA-46 - Use Metadata in Parser     - Moved metadata configuration to the Parser classes     - Removed the Content class,Change Return Type | Inline Variable | Remove Parameter | Rename Variable | Replace Attribute With Variable | Split Parameter
tika,62e58ea2e8ccd2ef1a968349408c990914efa6b6,58c236093a69b39dd98203eb92dc31db549eaf60,2007-10-07T22:01:55+00:00,TIKA-46 - Use Metadata in Parser     - Moved metadata configuration to the Parser classes     - Removed the Content class,Excessive Package Coupling,package_edges,151,139,12,True,Change Return Type|Inline Variable|Remove Parameter|Rename Variable|Replace Attribute With Variable|Split Parameter,Change Return Type|Inline Variable|Remove Parameter|Rename Variable|Replace Attribute With Variable|Split Parameter,Change Return Type,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 151 to 139. Commit message: TIKA-46 - Use Metadata in Parser     - Moved metadata configuration to the Parser classes     - Removed the Content class,Change Return Type | Inline Variable | Remove Parameter | Rename Variable | Replace Attribute With Variable | Split Parameter
tika,aceff84889da091010bcd893809427428a8b68a6,62e58ea2e8ccd2ef1a968349408c990914efa6b6,2007-10-07T22:52:54+00:00,"TIKA-48 - Merge MS Extractors and Parsers     - Moved MSExtractor base class to org.apache.tika.ms.MSParser     - Extracted the PropertiesReaderListener class to a top level class     - Merged MS Extractor classes to MS Parsers     - Refactored the Excel parsing functionality into smaller methods     - Various cleanups (indentation, formatting, etc.)",Cyclic Dependency,cyclic_packages,4,4,0,False,Change Attribute Access Modifier|Change Attribute Type|Change Class Access Modifier|Change Method Access Modifier|Change Parameter Type|Change Thrown Exception Type|Extract Method|Inline Variable|Move And Rename Class|Move Class|Move Method|Remove Attribute Modifier|Remove Parameter Modifier|Rename Attribute|Rename Method|Rename Parameter|Rename Variable|Replace Attribute With Variable,Move Class|Move Method|Change Attribute Access Modifier|Change Attribute Type|Change Class Access Modifier|Change Method Access Modifier|Change Parameter Type|Change Thrown Exception Type|Extract Method|Inline Variable|Move And Rename Class|Remove Attribute Modifier|Remove Parameter Modifier|Rename Attribute|Rename Method|Rename Parameter|Rename Variable|Replace Attribute With Variable,Move Class,"Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: TIKA-48 - Merge MS Extractors and Parsers     - Moved MSExtractor base class to org.apache.tika.ms.MSParser     - Extracted the PropertiesReaderListener class to a top level class     - Merged MS Extractor classes to MS Parsers     - Refactored the Excel parsing functionality into smaller methods     - Various cleanups (indentation, formatting, etc.)",Move Class | Move Method | Change Attribute Access Modifier | Change Attribute Type | Change Class Access Modifier | Change Method Access Modifier | Change Parameter Type | Change Thrown Exception Type | Extract Method | Inline Variable | Move And Rename Class | Remove Attribute Modifier | Remove Parameter Modifier | Rename Attribute | Rename Method | Rename Parameter | Rename Variable | Replace Attribute With Variable
tika,aceff84889da091010bcd893809427428a8b68a6,62e58ea2e8ccd2ef1a968349408c990914efa6b6,2007-10-07T22:52:54+00:00,"TIKA-48 - Merge MS Extractors and Parsers     - Moved MSExtractor base class to org.apache.tika.ms.MSParser     - Extracted the PropertiesReaderListener class to a top level class     - Merged MS Extractor classes to MS Parsers     - Refactored the Excel parsing functionality into smaller methods     - Various cleanups (indentation, formatting, etc.)",Hub-like Dependency,hub_like_packages,1,0,1,True,Change Attribute Access Modifier|Change Attribute Type|Change Class Access Modifier|Change Method Access Modifier|Change Parameter Type|Change Thrown Exception Type|Extract Method|Inline Variable|Move And Rename Class|Move Class|Move Method|Remove Attribute Modifier|Remove Parameter Modifier|Rename Attribute|Rename Method|Rename Parameter|Rename Variable|Replace Attribute With Variable,Extract Method|Move Class|Move Method|Change Attribute Access Modifier|Change Attribute Type|Change Class Access Modifier|Change Method Access Modifier|Change Parameter Type|Change Thrown Exception Type|Inline Variable|Move And Rename Class|Remove Attribute Modifier|Remove Parameter Modifier|Rename Attribute|Rename Method|Rename Parameter|Rename Variable|Replace Attribute With Variable,Extract Method,"Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 1 to 0. Commit message: TIKA-48 - Merge MS Extractors and Parsers     - Moved MSExtractor base class to org.apache.tika.ms.MSParser     - Extracted the PropertiesReaderListener class to a top level class     - Merged MS Extractor classes to MS Parsers     - Refactored the Excel parsing functionality into smaller methods     - Various cleanups (indentation, formatting, etc.)",Extract Method | Move Class | Move Method | Change Attribute Access Modifier | Change Attribute Type | Change Class Access Modifier | Change Method Access Modifier | Change Parameter Type | Change Thrown Exception Type | Inline Variable | Move And Rename Class | Remove Attribute Modifier | Remove Parameter Modifier | Rename Attribute | Rename Method | Rename Parameter | Rename Variable | Replace Attribute With Variable
tika,aceff84889da091010bcd893809427428a8b68a6,62e58ea2e8ccd2ef1a968349408c990914efa6b6,2007-10-07T22:52:54+00:00,"TIKA-48 - Merge MS Extractors and Parsers     - Moved MSExtractor base class to org.apache.tika.ms.MSParser     - Extracted the PropertiesReaderListener class to a top level class     - Merged MS Extractor classes to MS Parsers     - Refactored the Excel parsing functionality into smaller methods     - Various cleanups (indentation, formatting, etc.)",Large Component,large_packages,3,2,1,True,Change Attribute Access Modifier|Change Attribute Type|Change Class Access Modifier|Change Method Access Modifier|Change Parameter Type|Change Thrown Exception Type|Extract Method|Inline Variable|Move And Rename Class|Move Class|Move Method|Remove Attribute Modifier|Remove Parameter Modifier|Rename Attribute|Rename Method|Rename Parameter|Rename Variable|Replace Attribute With Variable,Extract Method|Move Method|Change Attribute Access Modifier|Change Attribute Type|Change Class Access Modifier|Change Method Access Modifier|Change Parameter Type|Change Thrown Exception Type|Inline Variable|Move And Rename Class|Move Class|Remove Attribute Modifier|Remove Parameter Modifier|Rename Attribute|Rename Method|Rename Parameter|Rename Variable|Replace Attribute With Variable,Extract Method,"Architecture smell: Large Component. Metric large_packages changed from 3 to 2. Commit message: TIKA-48 - Merge MS Extractors and Parsers     - Moved MSExtractor base class to org.apache.tika.ms.MSParser     - Extracted the PropertiesReaderListener class to a top level class     - Merged MS Extractor classes to MS Parsers     - Refactored the Excel parsing functionality into smaller methods     - Various cleanups (indentation, formatting, etc.)",Extract Method | Move Method | Change Attribute Access Modifier | Change Attribute Type | Change Class Access Modifier | Change Method Access Modifier | Change Parameter Type | Change Thrown Exception Type | Inline Variable | Move And Rename Class | Move Class | Remove Attribute Modifier | Remove Parameter Modifier | Rename Attribute | Rename Method | Rename Parameter | Rename Variable | Replace Attribute With Variable
tika,aceff84889da091010bcd893809427428a8b68a6,62e58ea2e8ccd2ef1a968349408c990914efa6b6,2007-10-07T22:52:54+00:00,"TIKA-48 - Merge MS Extractors and Parsers     - Moved MSExtractor base class to org.apache.tika.ms.MSParser     - Extracted the PropertiesReaderListener class to a top level class     - Merged MS Extractor classes to MS Parsers     - Refactored the Excel parsing functionality into smaller methods     - Various cleanups (indentation, formatting, etc.)",Excessive Package Coupling,package_edges,139,135,4,True,Change Attribute Access Modifier|Change Attribute Type|Change Class Access Modifier|Change Method Access Modifier|Change Parameter Type|Change Thrown Exception Type|Extract Method|Inline Variable|Move And Rename Class|Move Class|Move Method|Remove Attribute Modifier|Remove Parameter Modifier|Rename Attribute|Rename Method|Rename Parameter|Rename Variable|Replace Attribute With Variable,Move Class|Move Method|Change Attribute Access Modifier|Change Attribute Type|Change Class Access Modifier|Change Method Access Modifier|Change Parameter Type|Change Thrown Exception Type|Extract Method|Inline Variable|Move And Rename Class|Remove Attribute Modifier|Remove Parameter Modifier|Rename Attribute|Rename Method|Rename Parameter|Rename Variable|Replace Attribute With Variable,Move Class,"Architecture smell: Excessive Package Coupling. Metric package_edges changed from 139 to 135. Commit message: TIKA-48 - Merge MS Extractors and Parsers     - Moved MSExtractor base class to org.apache.tika.ms.MSParser     - Extracted the PropertiesReaderListener class to a top level class     - Merged MS Extractor classes to MS Parsers     - Refactored the Excel parsing functionality into smaller methods     - Various cleanups (indentation, formatting, etc.)",Move Class | Move Method | Change Attribute Access Modifier | Change Attribute Type | Change Class Access Modifier | Change Method Access Modifier | Change Parameter Type | Change Thrown Exception Type | Extract Method | Inline Variable | Move And Rename Class | Remove Attribute Modifier | Remove Parameter Modifier | Rename Attribute | Rename Method | Rename Parameter | Rename Variable | Replace Attribute With Variable
tika,d064cb2f7ffd58893e05e327144816ddee6842da,c943f692982b70a43b4ddec37bc40e2a3de2d318,2007-10-12T07:57:10+00:00,TIKA-57 - Rename org.apache.tika.ms to org.apache.tika.parser.ms,Cyclic Dependency,cyclic_packages,4,4,0,False,Move Class,Move Class,Move Class,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: TIKA-57 - Rename org.apache.tika.ms to org.apache.tika.parser.ms,Move Class
tika,d064cb2f7ffd58893e05e327144816ddee6842da,c943f692982b70a43b4ddec37bc40e2a3de2d318,2007-10-12T07:57:10+00:00,TIKA-57 - Rename org.apache.tika.ms to org.apache.tika.parser.ms,Hub-like Dependency,hub_like_packages,1,1,0,False,Move Class,Move Class,Move Class,Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 1 to 1. Commit message: TIKA-57 - Rename org.apache.tika.ms to org.apache.tika.parser.ms,Move Class
tika,d064cb2f7ffd58893e05e327144816ddee6842da,c943f692982b70a43b4ddec37bc40e2a3de2d318,2007-10-12T07:57:10+00:00,TIKA-57 - Rename org.apache.tika.ms to org.apache.tika.parser.ms,Large Component,large_packages,3,3,0,False,Move Class,Move Class,Move Class,Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: TIKA-57 - Rename org.apache.tika.ms to org.apache.tika.parser.ms,Move Class
tika,d064cb2f7ffd58893e05e327144816ddee6842da,c943f692982b70a43b4ddec37bc40e2a3de2d318,2007-10-12T07:57:10+00:00,TIKA-57 - Rename org.apache.tika.ms to org.apache.tika.parser.ms,Excessive Package Coupling,package_edges,150,150,0,False,Move Class,Move Class,Move Class,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 150 to 150. Commit message: TIKA-57 - Rename org.apache.tika.ms to org.apache.tika.parser.ms,Move Class
tika,3fb58b7b5dc6381b8bc717663ae7d3fd517394cd,5e0a2b3e155ca8767e3b1b24bd1528a3ae3dc9ff,2007-10-14T12:24:19+00:00,TIKA-60 - Rename Microsoft parser classes,Cyclic Dependency,cyclic_packages,4,4,0,False,Merge Package|Move And Rename Class|Move Class,Move Class|Merge Package|Move And Rename Class,Move Class,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: TIKA-60 - Rename Microsoft parser classes,Move Class | Merge Package | Move And Rename Class
